q_new,q_old,ans_old,label
if its an issue+ can someone tell me how do i get him to stop drinking or at least+ drink lesser than to the extent of getting drunk?,how can i stop drinking alcohol?,a.a. dude. and rehab. thats what im doing right now. sucks :/ but you gotta do it bro. i believe in you!!1,1
if its an issue+ can someone tell me how do i get him to stop drinking or at least+ drink lesser than to the extent of getting drunk?,how can i stop drinking alcohol?,assalamu alaykum for curing ti drinking alcohol you must make taubatan nasuha prayer at night of 2 rakaats and make dua to allah by recognizing your faults of drinking alcohol+repent and ask for allahs forgiveness and promise you would not drink in the future and you adhere to the command of allah because alcohol is haram to be drank by muslims you must remember that drinking alcohol in the long run will damage your brain you must adhere to the prohibition of allah in drinking alcohol+because if you continue to drink it you will have great sins,0
if its an issue+ can someone tell me how do i get him to stop drinking or at least+ drink lesser than to the extent of getting drunk?,how can i stop drinking alcohol?,cold turkey. if you want to stop drinking booze then stopping buying it and stop being around people who drink. muslims do not have these types of problems because we do not drink alcohol at all. the problem is cured before it even begun. go cold turkey.4,1
how can i get my dad to talk to me if hes facing issues+ or tell me the reason for getting drunk most of the time?,how come i used to be able to handle high amounts of alcohol but now its getting me sick all of a sudden?,because your liver (and other parts of your body) can only handle so much abuse. im surprised you dont know alcohol is a depressant. please talk with your doctor.,0
how can i get my dad to talk to me if hes facing issues+ or tell me the reason for getting drunk most of the time?,how come i used to be able to handle high amounts of alcohol but now its getting me sick all of a sudden?,"uh+ i could drink like that till about 26. now 31+ i have that salivating thing after about 2-3 drinks/shots+ so i cut back to 1-2 times a week and only have up to 3 drinks. your liver has \scarring\""+ and can no longer process the enzymes to digest it so it goes right to your bloodstream+ toxifying your body. mixing the alcohol w/ sugars=bad. fruit sugars usually ok. i kill hangovers w/ airborne. kava kava is an herbal remedy for liver damage! hope this helps.0""",0
how can i get my dad to talk to me if hes facing issues+ or tell me the reason for getting drunk most of the time?,is there any way at all to get through to my dad and make him see how unreasonable he is when hes drunk? ,melanie+ im so sorry that you have to go through this. my heart goes out to you. if youre writing from the united states+ you can call the boys town hotline. even though its called boys town+ the trained and experienced counselors help both boys and girls. the counselors answer the phone 24 hours a day+ 7 days a week. its an 800 number. therefore nobody will know that you called. it wont show up on anyones phone bill. the phone number is 800-448-3000. they specialize in the type of family problems that youre having. i also suggest that you join al-anon or ala-teen. there are meetings all over the world. you will meet people who have been where you are now. they can provide both emotional support to you and tell you how they coped with the situation youre now in. i put a link below+ melanie. best of luck+ sean roberts,1
how can i get my dad to talk to me if hes facing issues+ or tell me the reason for getting drunk most of the time?,is there any way at all to get through to my dad and make him see how unreasonable he is when hes drunk? ,"i had a drunk in my family. much like yours. it was my father-in -law. only he molested his daughters when he was drunk. then came the violence. it started with the threats+ then the action. call the teen hot line \alanon\"" it is for teens of alchoholic parent(s) you will find help there. this is not your fault in any way. alchoholics are sick selfish people that cannot/willnot accept responsibilities for their disease. good luckbeen there1""",1
how can i get my dad to talk to me if hes facing issues+ or tell me the reason for getting drunk most of the time?,how can i get alcohol?,dont do it will will burn in hell! lol jk <semcol>) i dunno ask a friend whos older or a bum ti buy it for you just give them like five extra bucks.1,0
how can i get my dad to talk to me if hes facing issues+ or tell me the reason for getting drunk most of the time?,how can i get alcohol?,yea when i was underage along with my friend+ we would just get our friends who were 18 to buy. if you are really desperate get a fakie but that&#x27<semcol>s gonna cost you a bit of cash. i live in melbourne australia and only have been 18 for like a year so i felt your pain. enjoy haha1,0
how can i get my dad to talk to me if hes facing issues+ or tell me the reason for getting drunk most of the time?,how much alcohol is in alcohol?,normally+ you can get up to 95%. there is a vodka (spyritus) that will give you a percent or percent and a half more. to get higher than that (absolute alcohol) you have to dry it out over sulfuric acid to pull out the water. as soon as you open the bottle+ the absolute alcohol starts picking up water from the air+ though+ so it is used only in the laboratory and only when absolutely necessary.,0
how can i get my dad to talk to me if hes facing issues+ or tell me the reason for getting drunk most of the time?,how much alcohol is in alcohol?,at over 97%+ alcohol will absorb humidity from the air. alcohol molecules are rather large+ and if the spaces between them were not filled+ it would effectively be a vacuum. water molecules fit nicely into these spaces+ much like sand poured into a bucket of gravel.0,0
my mom is addicted to alcohol+ marijuana+ and cigarettes+ what should i do to get her to quit?,women what if i told u marijuana and alcohol is better than u?,id be relieved. i really dont want to be involved with a drunk or drug addict+ assuming i was single+ which im not. addicts of any kind will find that their addictions are more important than anything else. this includes gamblers+ by the way+ even though theres no substance. if you want to kill off your brain cells+ go right ahead. theres plenty of other men who like using their brains.,0
my mom is addicted to alcohol+ marijuana+ and cigarettes+ what should i do to get her to quit?,women what if i told u marijuana and alcohol is better than u?,let me guess+ your right hand is alot stronger than your left hand?5,0
my mom is addicted to alcohol+ marijuana+ and cigarettes+ what should i do to get her to quit?,legal marijuana or alcohol: what is more dangerous?,have you stepped up to more than once a dat to ask this silly question?,0
my mom is addicted to alcohol+ marijuana+ and cigarettes+ what should i do to get her to quit?,legal marijuana or alcohol: what is more dangerous?,making a moral equivalency between two intoxicants is a fools argument....lol....they are both dangerous....lol!4,0
my mom is addicted to alcohol+ marijuana+ and cigarettes+ what should i do to get her to quit?,what one do you think is worse for people to be addicted to marijuana or alcohol?,alcohol definitely+ marijuana just chills you out. alcohol can completely change your personality.,0
my mom is addicted to alcohol+ marijuana+ and cigarettes+ what should i do to get her to quit?,what one do you think is worse for people to be addicted to marijuana or alcohol?,marijuana is worse because of all the hallucinogenic toxins in it.. gork1,0
my mom is addicted to alcohol+ marijuana+ and cigarettes+ what should i do to get her to quit?,what reasons can you suggest for teenagers choosing to take marijuana over alcohol or cigarettes?,for me+ and many of my friends+ we choose marijuana over alcohol and fags because it is more easily available and i have heard that it has a lot less health risks. a few of my friends do smoke cigarettes but after seeing them get addicted it as warded me right away from them+ weed is also a lot easier to cover up than alcohol and fags+ even though the penalty is worse where i live (england). weed is also easier to be responsible about+ i smoke about once a week and only at weekends. i think for most teens they choose marijuana because it is so available and not too expensive. it is unbelievably easy to get and i dont know of any of my friends who have been caught.. yet! i hope this has helped some what :) xox,0
my mom is addicted to alcohol+ marijuana+ and cigarettes+ what should i do to get her to quit?,what reasons can you suggest for teenagers choosing to take marijuana over alcohol or cigarettes?,are you kidding? alchohol and grits are way worse for you. alcohol and grits kill people+ weed doesnt. weed is easier to get. weed doesnt reek as bad as grits or alcohol. with alcohol you can puke+ or get poisoning or pass out+ not with weed. with grits it can affect your breathing+ get you addicted and just messes your body up+ plus they dont taste great+ not with weed. plus+ you trip balls on bud!!! basically weed=heavenly alch and cigs=crap that kills youim in love with weed! and used to be a drinker and grit toker but quit cause its so bad for you2,0
how does alcohol abuse lead to these things?,how is alcohol used and abuse?,the use of abuse of any substance or activity is considered an addition if it interferes with the persons personal (relationships) or professional (job) lives. there are lots of people who can drink lots and lots and still function appropriately at home and work+ but many cant. and the ones who cannot handle it are the ones with the problem(s).,1
how does alcohol abuse lead to these things?,how is alcohol used and abuse?,if you drink more than one glas it  s abuse.0,0
how does alcohol abuse lead to these things?,what is alcohol abuse and how does it happen help?,the answer is easy. alcoholics struggle with the urge to always have a drink. they get addictted+ then they feel like they have to buy it all of the time and that waste their money. it also takes a toll on the persons familys emotions.,0
how does alcohol abuse lead to these things?,what is alcohol abuse and how does it happen help?,you could get better idea about alcohol abuse in given site linkshttp://alcoholism.about.com/cs/homework/    http://www.helpguide.org/mental/alcohol_   0,1
how does alcohol abuse lead to these things?,alcohol abuse+ how long does it take to become addicted?,"yes it sounds like it has you hooked. it is more than likely affecting your lifestyle and relationships. if you have to drink the longer you do it the harder its going to be to stop. if you go get some help they will probably give you some valuem or similar to help you stop. just dont do both at the same time you may black out. get some help if you cant slow down do you want to be known as \the drunk\"" or \""that drunk\"" it can ruin your life""",0
how does alcohol abuse lead to these things?,alcohol abuse+ how long does it take to become addicted?,none,0
how does alcohol abuse lead to these things?,how long does it take your body to recover from alcohol abuse?,i think your larger concern would be how to get clean? the amount of damage you have done to your body is repairable. you have a physical and mental addiction now . . after you have sobered up . . you will need a fair amount of time getting your mind healthy if you can. most alcoholics and addicts ive known over the years fall off the wagon more than once. but dont give up on yourself. you can beat it. you may have a checkered life . . but better checkered . . than drunk and down and out for most of the time. may i suggest you seek help. you will most likely need it my friend,0
how does alcohol abuse lead to these things?,how long does it take your body to recover from alcohol abuse?,none,0
alcohol and why it makes you so happy?,why does alcohol make me cry?,acohol is a mood depressant - it inhibits higher brain functions first+ so can reduce social anxiety+ but eventually (and especially if you are prone to poor mood) it will cause loss of more aspects of control... this can lead to more drinking and a spiral of low mood bolstered by temporary loss of self and then depression. id strongly recommend deciding what you will drink before hand and *not* exceeding this (and to keep the limit either very low (a cider or a beer+ or one glass of wine)+ or to avoid drinking at all). never use alcohol to drown your sorrows particularly if money is one of your issues as it wont help in the longer term and can increase your problems. it also wont help if you get drunk (or even lose inhibitions at a lower level) and dwell on how bad your perfectly normal life is ~ or behave in a way you know youd regret on another day... there is a level at which alcohol can be useful ~ it is proven to reduce stress in small+ regular amounts+ but this is far below the recommended limits+ and these are far below what many people drink+ even if they dont consider themselves heavy drinkers. it is also one of the biggest societal problems causing debt+ relationship and health problems on a staggering scale.,0
alcohol and why it makes you so happy?,why does alcohol make me cry?,ive sel harmed+ been depressed+ attempted suicide god knows how many times and im the same.. i only drink at xmas or a party. at first im bubbly to go out and have a few drinks+ planning the night with mates+ after a few im all dancing+ talkative then after awhile i get all depressed and **** and end up thinking about the past.. even though i still want more.. i resolved this by trying different drinks (this may sound weird) but different alcohol has different effects- example- i drink whiskey and it makes me sociable and i end up laughing at almost anything+ then vodka (which i refuse to drink now) makes me depressed+ and previously quite angry.. so try some different things you never know.. if not.. dont drink so much lol <semcol>)meee0,0
alcohol and why it makes you so happy?,alcoholism: why do they hide it?,alcoholics (and any addict) hide their behavior because if they reveal it+ they risk having to acknowledge that their consumption is excessive+ which in turn creates the risk of being encouraged to quit. most addicts do not want to face confrontation about their behavior+ because then they have to either defend it+ or admit its wrong. defending it can be difficult+ and admitting its wrong usually entails promises of stopping--promises they cant and/or dont want to keep.,0
alcohol and why it makes you so happy?,alcoholism: why do they hide it?,"if his drinking gets him in trouble he is an alcoholic+ if not he is a drunk. he hides it because he drinks to evade life and everyone thinks it is so much better if they rub his face in it. so you drive him to drink more by bringing up the very thing he cant endure and you cant understand that. most cant and never will. you are in fact torturing your brother and driving him further into the thing you \say\"" you hate but cmon dont you feel a bit superior because you can handle life without the drink? now+ dont you? sure you do+ so just keep bringing him down with his failings and boost yourself up at the same time. oh+ i drink by the by so i feel for your brother as i understand totally.0""",0
alcohol and why it makes you so happy?,its a proven fact that marijuana is nothing more then a healthy herb that can cure many diseases including cancer there is nothing unhealthy about it besides the smoke causing lung dammage its a natural plant from the earth so why do some people have hate toards people who smoke weed but at the same time in there eyes alcohol is something ok to do when alcohol is something people shouldnt do it hurts people u can harm other people while drunk and start fights and stuff and kill people black out destroy ur liver and all this when weed does none of this and at the same time having many benefits i mean its even socially acceptable to give children occasionally on certain holidays some whine or something on christmas or thanks giving.,why do dumb potheads always ask this when they know the answer? alcohol has been around for forever as a celabratory thing. weed has been around forever as well but didnt gain popularity the same way. when marijuana got noticed it was associated with blacks and mexicans and was seen as a negative thing because of someone called the white man. they brainwashed people into thinking it made you crazy and stupid and able to commit murder while being high. stupid? yes. sadly some people are still brainwashed and think its bad and that its a gateway drug(i think alcohol is more of a gateway drug if you ask me). it can be to morons who are dumb enough to want to do hard drugs. but most are just content with good ol harmless maryjane. like myself. have a good day. p.s. weed does not cure cancer...it helps with the symptoms of chemotherapy. if it cured cancer then it would. but it doesnt+ just a helpful herb. bob marley died of cancer and pot didnt save him. and it doesnt hurt your lungs. ive smoked for years and dont even have a smokers cough. look into better sources,0
alcohol and why it makes you so happy?,its a proven fact that marijuana is nothing more then a healthy herb that can cure many diseases including cancer there is nothing unhealthy about it besides the smoke causing lung dammage its a natural plant from the earth so why do some people have hate toards people who smoke weed but at the same time in there eyes alcohol is something ok to do when alcohol is something people shouldnt do it hurts people u can harm other people while drunk and start fights and stuff and kill people black out destroy ur liver and all this when weed does none of this and at the same time having many benefits i mean its even socially acceptable to give children occasionally on certain holidays some whine or something on christmas or thanks giving.,with alcahol+ there is a limit. well at least if your driving or whatever. but+ you can usually control yourself with alcahol more than you could with weed. weed is addictive. even though alcahol can be too+ weed is more of a feel to need it all the time.0,0
alcohol and why it makes you so happy?,why is alcohol legal and marijuana illegal when alcohol is worse for you?,^ dumbass. trust me if it were possible to get high off secondhand weed smoke i would never have to buy any. your point is invalid,0
alcohol and why it makes you so happy?,why is alcohol legal and marijuana illegal when alcohol is worse for you?,because thats the way the people have wanted it.history+ knowledge of.0,0
i drink alcohol on an often basis and i have been suffering from psychosis for the last 2 years or so and am just wondering what are the side effects of drinking whilst you have psychosis?,"how drinking alcohol changes this feeling to maybe what would be a \normal state\"" if hadnt been in \""stressful\"" situations?""",repressed anger and stress are two different things in my opinion. repressed anger is ... one feels angry all the time inside but tries to keep it bottled up. the effect on ones heath can be devastating in both cases... stress if its not dealt with can cause physical problems. stress is worrying about a lot of things+ having too much work to do and too little time. an example would be a woman who is a wife and a mother and who has to go to work part time at least. she has to be a wife+ a lover+ a companion to her husband+ she has to be a mother and a carer and a friend to her children and she has to be a professional who does her job well+ shows compassion+ is friendly+ is efficient at work. all that is a big job and such a person needs some time to herself. she just needs to ask her husband to do some of the chores with her if she works as well. then he has to understand that its only fair after a hard day that if they do the chores together+ they also have more private time together and time to relax+ which she needs. also she needs some time at the weekends when she and her husband can just go out alone and somebody else will babysit the children if they are that young. she needs to get away from the stress and either her husband has to make her feel appreciated or she needs some alone time on occasion where she gets time to go out with her female friends+ for a coffee on a shopping spree+ laughing with other women+ doing a hobby+ reading a favourite book... she needs that time to herself to not get to a point where the stress builds up so much inside that it can cause high blood pressure+ anxiety+ it can lead to eating disorders such as comfort eating or not eating enough. it can lead to a heart attack if someone doesnt learn to use time management and just let some dirty laundry wait and do instead something that gives one a feeling of having fun. a human being is not a machine. people could become addicted to alcohol because they feel stressed+ thats true+ a mother who feels overwhelmed with everything or who has to be a model wife+ a super mom and then go to work+ if she cant find a way to manage stress and get help she might reach for the bottle and think that will help her and it never does+ it makes everything worse because its an addiction and it will come to a point when she cant hide it anymore. the dangerous thing about drinking is that in the early stages alcoholics manage to hide their drinking often and they deny it to themselves that they have a drinking problem. one day it will come to a point that they need a drink in the morning+ take some alcohol in a flask to work and may get drunk there and then they get found out. they then have to get help or otherwise they could lose their marriage+ their job and their children. people who smoke ...usually start out of curiosity and then they get hooked. probably not after one cigarette+ but some smoke because they are young and believe my friends all do it+ its so cool+ then they start it+ and after a little while they get addicted to the nicotine and become addicted and cant stop very easily+ if they suffer from stress and comfort eat (get overweight and smoke or drink+ then they are at a much higher risk of getting a serious health problem) they could suffer high blood pressure and high cholesterol and that could lead to a heart attack or a stroke especially if they are around age 40 or older. some people start to go to parties and they drink there+ then they drink also when they are alone. some people drink to drown some sorrows instead of going for help and seek help and talk to a friend or go to a councelor+ they drink instead+ they may suffer from insecurities and feel that drinking makes them lose inhibitions. they may drink because their friends all meet at the pub after work and so they become addicted to drinking whilst hanging out with friends... they may think its a social thing.. every weekend to hang out with friends and to drink large amounts of alcohol+ over the legal limit.. and they talk and think its fun+ but its bad for them really if they drink over the legal limit and hopefully they are at least smart enough to not drink and drive. especially those mothers who drink and have to pick up their kids from school or kindergarden+ might think they are not really drunk and can manage to drive+ but just one drink too many can make them a danger on the road to others and to themselves and the precious cargo they carry in their own car their child or childrenx,1
i drink alcohol on an often basis and i have been suffering from psychosis for the last 2 years or so and am just wondering what are the side effects of drinking whilst you have psychosis?,"how drinking alcohol changes this feeling to maybe what would be a \normal state\"" if hadnt been in \""stressful\"" situations?""",just try to think+ why does a man drink? he may be living a miserable life+ just to forget his sorrow he drinks. instead of stopping him from drinking+ we must do some positive efforts that shall help the misery+ pain+ sorrow+ unhappiness and problems of his life to be reduced or finished. if he is able to live a happy life again than why shall he drink? the basic quality of alcohol is it helps to forget. and thus by drinking we tend to forget our sorrow. but when we are happy    neither of us would like to drink and forget those joyful moments. when dealing with a person who has a drinking problem+ you should not hate him nor instruct him nor stop him. do not try to make him understand. you love him+ respect him+ and accept him the way he is. do not look at him with the eyes fill with hatred towards him. always do not raise you finger against him. might be+ if he gets your love and respect he would agree to give his life a new start in a new way. when we respect somebody then he too thinks that how shall he continue to be respectful? he will refrain him from doing those things that can bring down his respected image. when he will live with happiness in home+ receive love and affection<semcol> his pain and problems will be reduced+ his tensions will be lowered and than automatically he will stop drinking. this would be an indirect of making him to stop drink. if you directly say somebody that you must stop drinking+ he would not listen. that   s what people have been trying since many years and it did not brought any fruitful results.1,0
i drink alcohol on an often basis and i have been suffering from psychosis for the last 2 years or so and am just wondering what are the side effects of drinking whilst you have psychosis?,does alcohol make your face puffy what are the physical signs of alcoholism and drinking alcohol?,lol...if youd rather have a gin and tonic for breakfast you have a problem.,0
i drink alcohol on an often basis and i have been suffering from psychosis for the last 2 years or so and am just wondering what are the side effects of drinking whilst you have psychosis?,does alcohol make your face puffy what are the physical signs of alcoholism and drinking alcohol?,the #1 sign is picking up ugly girls in bars after youve been drinking....2,0
i drink alcohol on an often basis and i have been suffering from psychosis for the last 2 years or so and am just wondering what are the side effects of drinking whilst you have psychosis?,what causes can you get from drinking alcohol?,after you are addicted to alcohol you might lose your mental control+for example:you might not realize what you are saying or doing. moreover+it bonds you with all kinds of diseases.to live a better life+its better you dont drink alcohol.,1
i drink alcohol on an often basis and i have been suffering from psychosis for the last 2 years or so and am just wondering what are the side effects of drinking whilst you have psychosis?,what causes can you get from drinking alcohol?,u can forget stuff be full u just say stuff u dont remember or know you can know friends and next day forget them0,0
i drink alcohol on an often basis and i have been suffering from psychosis for the last 2 years or so and am just wondering what are the side effects of drinking whilst you have psychosis?,"at school im taking this drug abuse class and our topic next week is \what diseases can you get from drinking alcohol too much? \""""",boss_lady+ there are several diseases+ some fatal+ which you can get from drinking too much alcohol+ both short-term and long-term. i have seen young men chug-a-lug (rapidly drink) a whole pint of bourbon) and die in a couple of hours from acute ethanol (alcohol) intoxication as their brains breathing center stops working. in others+ strong alcohol irritates the stomach lining and causes the person to vomit (acute alcoholic gastritis) and retch as the vomit goes back up into the mouth and then down again into the trachea to cause severe chemical pneumonia and death. or+ the strong alcohol can severely burn the surface of the stomach and cause acute gastric hemorrhage of the stomach surface with massive bleeding and possible death. chronic alcoholic or binge drinkers may be found dead along the beach or elsewhere with the only disease being acute fatty change of the liver where individual liver cells are packed with fat deposits. chronic alcoholics can continually damage their liver and cause increasing scars which leads to fibrosis and then cirrhosis which next causes the veins in the esophagus to balloon out+ become thin-walled (esophageal varices)+ and then suddenly rupture as the rapidly dying person loses most of their body blood coming out of their mouth. its a messy scene. then+ in some people+ if they live+ alcohol abuse may lead to experimenting with use of other hard drugs+ sexually-transmitted disease while under the influence+ date rape+ inability to hold a job+ and total family destruction.,0
i drink alcohol on an often basis and i have been suffering from psychosis for the last 2 years or so and am just wondering what are the side effects of drinking whilst you have psychosis?,"at school im taking this drug abuse class and our topic next week is \what diseases can you get from drinking alcohol too much? \""""",you can get alcoholic liver disease from drinking to much alcohol1,0
what are some anti-alcohol songs?,what is it about alcohol .... ?,i wouldnt say i am addicted to vodka+ but i do drink it every now and then. like maybe once every two weeks or so. normally when i am going out on the town with my friends. i guess i just drink it because its cheaper then getting drunk on beer other drink that have a longer percentage of alcohol in them. it doesnt taste very good but mixed with 7-up it tastes fine+ and after a couple of glasses i get desensitized to it. im 18+ and in ireland+ all the young people i know are into going out and getting drunk+ and i find having some drinks makes me less shy and self concious then when im sober. just all part of people a young person i suppose.,0
what are some anti-alcohol songs?,what is it about alcohol .... ?,your right alcohol is the worst drug ive ever done in my life+ its nasty and the only high you get is being dizzy and stupid+ and then you have this after effect called a hangover..i dont get people who just cant get enough added: this made me fill up my bong a little more2,0
what are some anti-alcohol songs?,what is a tasty alcohol that is very strong?,"absinth - its made from wormwood and its abuse is rumored to have driven edgar allen poe crazy. a thimble-full can knock your socks off. the \real\"" thing is actually illegal in some countries... including the us. it tastes like licorice at first... until your taste buds go numb+ that is.""",0
what are some anti-alcohol songs?,what is a tasty alcohol that is very strong?,there is no best strong alcohol unless you are looking to damage your liver.3,0
what are some anti-alcohol songs?,com wondering+ oh+ would it be recreational fun to mix anti phyciotic medication with alcohol to have a good time+ oh+ lets snort some klonopin and see what it feels like.,none,0
what are some anti-alcohol songs?,i am wanting a fruity but verry stromg alcohol what is best? ,"absinth - its made from wormwood and its abuse is rumored to have driven edgar allen poe crazy. a thimble-full can knock your socks off. the \real\"" thing is actually illegal in some countries... including the us. it tastes like licorice at first... until your taste buds go numb+ that is.""",0
what are some anti-alcohol songs?,i am wanting a fruity but verry stromg alcohol what is best? ,there is no best strong alcohol unless you are looking to damage your liver.3,0
i dont understand+ how can someone become a counselor for drugs or alcohol if they have never had a problem?,im scared im losing my cousin to drugs and alcohol. how can i help him?,some of the best musicians were stoners.. but the alcohol abuse should definitely go away..,0
i dont understand+ how can someone become a counselor for drugs or alcohol if they have never had a problem?,im scared im losing my cousin to drugs and alcohol. how can i help him?,her back got hurt so she got on booze and pain pills0,0
i dont understand+ how can someone become a counselor for drugs or alcohol if they have never had a problem?,if youve ever been addicted to drugs or alcohol+ how long have you been sober?,nope+ i personally havent. ive actually never touched any form of alcohol+ drugs or cigarettes in my life. id like to congratulate everyone who answer this question and honestly has became sober from some sort of addiction though. you should give yourself a pat on the back. ive never been through it+ but i still understand how hard it is to overcome something like that. the fact that you can now say youre clean/sober says a ton! good for you and keep it up!,0
i dont understand+ how can someone become a counselor for drugs or alcohol if they have never had a problem?,if youve ever been addicted to drugs or alcohol+ how long have you been sober?,5 years.2,0
i dont understand+ how can someone become a counselor for drugs or alcohol if they have never had a problem?,how do you help someone addicted to drugs and alcohol?,help them find a rehab group .,0
i dont understand+ how can someone become a counselor for drugs or alcohol if they have never had a problem?,how do you help someone addicted to drugs and alcohol?,you should give them a replacement instead of drugs. it also matters what they do. it could be hard to find some replacements for some problems.0,0
i dont understand+ how can someone become a counselor for drugs or alcohol if they have never had a problem?,how do you know if someone is addicted to drugs and alcohol?,you will know by the way they act+. they will steal so they can get money to buy+ they will lie to you. if you ask them they will deny they have a problem. they cant be trusted with any thing you have of value + they will steal it+ sell it and deny they took it from you. they are lost in life doing drugs+ if they would only stop to see what they are doing to them selves ruining their lives and possibly die from doing them. just wasting a good life doing that stuff.,0
i dont understand+ how can someone become a counselor for drugs or alcohol if they have never had a problem?,how do you know if someone is addicted to drugs and alcohol?,kind of depends on what kind of drugs you are talking about. heroin---if u knew them before they will not seem themself they lie about everything and will steal from their grandmother pot-----they are different but most likely not lie cheat and steal to get couple of puffs0,0
undergoing alcohol testing to the liver?,drinking alcohol question help?,one beer wont harm you at all. i dare say you could drink three bottles (330ml) and youll be fine. no puking i assure you (unless you have some ultra rare alcohol allergy). one beer is nothing really. maybe youll feel mellow+ relaxed+ more outgoing. maybe you take a couple mints with you. beer can have a notable smell after you drink it especially if you burp so that can help avoid your mom finding out.,0
undergoing alcohol testing to the liver?,drinking alcohol question help?,1 beer+ no. but since your young we know how you act+ just crash at their house its new years. have fun0,0
undergoing alcohol testing to the liver?,should i drink alcohol for the first time?,teenagers are curious- so this is typical. i dont know if youll get addicted- but the younger people start drinking the more likely they are to be alcoholics<semcol> does alcoholism run in your family? when it comes to alcohol anything is possible as everyone reacts differently i dont advocate underage drinking- but this is a lot safer (assuming you dont do stupid stuff) than how a lot of kids drink. i cant+ nor anyone else make up your mind for you. just be same if you do drink,0
undergoing alcohol testing to the liver?,should i drink alcohol for the first time?,yes you can drink but dont over do it.0,0
undergoing alcohol testing to the liver?,can you abuse alcohol for 30-40 years every day and not get cerrosis of the liver?,her liver is affected+ 99% guaranteed. this is heavy drinking (and other things like acetaminophen) damage this very resilient organ. if she stops drinking her liver will continue to function. but cirrohsis is not reversable and a terrible way to go... get her to the physician and he will direct her from there.,0
undergoing alcohol testing to the liver?,can you abuse alcohol for 30-40 years every day and not get cerrosis of the liver?,yes. its common in drinkers+ but sometimes not to a dangerous degree. its like lung damage for smokers.0,0
undergoing alcohol testing to the liver?,could i have liver damage ( alcohol & drug abuse )?,definitly yes,0
undergoing alcohol testing to the liver?,could i have liver damage ( alcohol & drug abuse )?,none,0
can you help me by starting a intro for alcohol .,can i take a sleeping pill with alcohol?,no+ you will not be alright. you will be a dangerously impulsive patient with an alcohol problem. will it kill you tonight? probably not. but see your doctor before it does.,0
can you help me by starting a intro for alcohol .,can i take a sleeping pill with alcohol?,ya you are alright dont be worried about that......1,0
can you help me by starting a intro for alcohol .,can you have a wedding without alcohol?,of course you can have a wedding without poison. i dont know why people think they cant ever get together in a social environment without having a drink. it makes them look weak. they also look like a bunch of monkeys mimicing each other+ when one grabs a drink+ the others have to have one too. yeah+ its really necessary isnt it. because some liquid in a cup is absolutely vital to having a good time. humanity is pathetic. bunch of drug addicts in denial.,0
can you help me by starting a intro for alcohol .,can you have a wedding without alcohol?,"the majority of the weddings ive been to have been \dry\"". bar tabs can get pretty expensive.///3""",0
can you help me by starting a intro for alcohol .,do you think i am starting to develop and addiction to alcohol and marijuana?,none,0
can you help me by starting a intro for alcohol .,can you help me with this alcohol question?,if the barman is making this for you in a cocktail then i suspect he is a farmer pretending to be a barman.drink at your peril!,0
can you help me by starting a intro for alcohol .,can you help me with this alcohol question?,i knew a girl made of bones+ piss and vitriol. her name was stella and they named a beer after her for the same reason.1,0
i am an alcoholic who is currently in a rehab facility+ i have been sober for 6 days now?,if an alcoholic is a person who is addicted to alcohol+ what ........?,cuddleaholic...,0
i am an alcoholic who is currently in a rehab facility+ i have been sober for 6 days now?,if an alcoholic is a person who is addicted to alcohol+ what ........?,malteasers-oholic mmmmmm3,0
i am an alcoholic who is currently in a rehab facility+ i have been sober for 6 days now?,are there a lot of women who do not want to breastfeed because they want to drink alcohol?,no. if a woman wants to drink alcohol that badly then she is probably addicted to the alcohol. babies require a lot of mamas attention and i dont see how you can properly care for a baby when you are drinking. your mind is impaired. i keep imagining that the mom will pass out and the poor baby will be neglected. the most common reason i have heard is that the mom is returning to work.,0
i am an alcoholic who is currently in a rehab facility+ i have been sober for 6 days now?,are there a lot of women who do not want to breastfeed because they want to drink alcohol?,breast feeding is a personal choice. i dont think women choose not to do it based on being able to drink. it actually isnt that easy in the beginning+ and it is not much different health wise for a baby to bottle feed.1,0
i am an alcoholic who is currently in a rehab facility+ i have been sober for 6 days now?,its a proven fact that marijuana is nothing more then a healthy herb that can cure many diseases including cancer there is nothing unhealthy about it besides the smoke causing lung dammage its a natural plant from the earth so why do some people have hate toards people who smoke weed but at the same time in there eyes alcohol is something ok to do when alcohol is something people shouldnt do it hurts people u can harm other people while drunk and start fights and stuff and kill people black out destroy ur liver and all this when weed does none of this and at the same time having many benefits i mean its even socially acceptable to give children occasionally on certain holidays some whine or something on christmas or thanks giving.,why do dumb potheads always ask this when they know the answer? alcohol has been around for forever as a celabratory thing. weed has been around forever as well but didnt gain popularity the same way. when marijuana got noticed it was associated with blacks and mexicans and was seen as a negative thing because of someone called the white man. they brainwashed people into thinking it made you crazy and stupid and able to commit murder while being high. stupid? yes. sadly some people are still brainwashed and think its bad and that its a gateway drug(i think alcohol is more of a gateway drug if you ask me). it can be to morons who are dumb enough to want to do hard drugs. but most are just content with good ol harmless maryjane. like myself. have a good day. p.s. weed does not cure cancer...it helps with the symptoms of chemotherapy. if it cured cancer then it would. but it doesnt+ just a helpful herb. bob marley died of cancer and pot didnt save him. and it doesnt hurt your lungs. ive smoked for years and dont even have a smokers cough. look into better sources,0
